date,temperature_2m_max,temperature_2m_min,temperature_2m_mean
2022-03-24 00:00:00+00:00,22.964,11.614,16.98275
2022-03-25 00:00:00+00:00,25.864,12.864,19.291086
2022-03-26 00:00:00+00:00,25.814,14.264,19.524416
2022-03-27 00:00:00+00:00,25.914,14.014,19.49317
2022-03-28 00:00:00+00:00,23.364,15.914,19.436916
2022-03-29 00:00:00+00:00,22.764,15.314,19.434832
2022-03-30 00:00:00+00:00,20.614,16.814001,18.259834
2022-03-31 00:00:00+00:00,19.414,16.014,17.686916
2022-04-01 00:00:00+00:00,23.314,15.964,19.691084
2022-04-02 00:00:00+00:00,22.314,13.914,18.274416
2022-04-03 00:00:00+00:00,23.864,14.814,19.178583
2022-04-04 00:00:00+00:00,25.814,14.764,20.593168
2022-04-05 00:00:00+00:00,25.314,15.364,20.576502
2022-04-06 00:00:00+00:00,26.664,16.114,20.884836
2022-04-07 00:00:00+00:00,23.814,14.914,19.120249
2022-04-08 00:00:00+00:00,22.564,15.464,19.1765
2022-04-09 00:00:00+00:00,22.564,14.564,18.655666
2022-04-10 00:00:00+00:00,22.914,14.964,18.674417
2022-04-11 00:00:00+00:00,23.864,15.464,20.19317
2022-04-12 00:00:00+00:00,22.514,16.464,19.2515
2022-04-13 00:00:00+00:00,24.414,15.964,19.580666
2022-04-14 00:00:00+00:00,27.814,15.964,21.184832
2022-04-15 00:00:00+00:00,27.164,14.864,20.984835
2022-04-16 00:00:00+00:00,27.414,15.364,21.418167
2022-04-17 00:00:00+00:00,27.564,15.264,22.08692
2022-04-18 00:00:00+00:00,28.414,15.914,22.480667
2022-04-19 00:00:00+00:00,25.414,16.014,20.545252
2022-04-20 00:00:00+00:00,23.414,15.614,18.911917
2022-04-21 00:00:00+00:00,24.714,15.414,19.439001
2022-04-22 00:00:00+00:00,23.564,14.914,19.126501
2022-04-23 00:00:00+00:00,26.564,14.814,20.793165
2022-04-24 00:00:00+00:00,28.764,14.614,21.816086
2022-04-25 00:00:00+00:00,29.114,14.814,22.049417
2022-04-26 00:00:00+00:00,27.964,17.064,21.664001
2022-04-27 00:00:00+00:00,27.864,17.564,22.682749
2022-04-28 00:00:00+00:00,26.514,17.564,21.932755
2022-04-29 00:00:00+00:00,24.664,16.814001,20.518166
2022-04-30 00:00:00+00:00,22.864,15.614,18.693169
2022-05-01 00:00:00+00:00,21.764,15.914,18.322336
2022-05-02 00:00:00+00:00,24.214,14.064,18.580667
2022-05-03 00:00:00+00:00,24.164,14.614,20.17025
2022-05-04 00:00:00+00:00,22.464,16.014,18.797335
2022-05-05 00:00:00+00:00,22.514,16.514,18.624418
2022-05-06 00:00:00+00:00,22.314,15.064,18.699417
2022-05-07 00:00:00+00:00,24.064,15.714,19.286919
2022-05-08 00:00:00+00:00,25.114,16.064001,19.578583
2022-05-09 00:00:00+00:00,25.614,16.264,20.111917
2022-05-10 00:00:00+00:00,25.564,16.814001,20.955667
2022-05-11 00:00:00+00:00,25.714,17.064,20.724419
2022-05-12 00:00:00+00:00,26.064,17.864,21.693167
2022-05-13 00:00:00+00:00,24.764,17.614,20.778585
2022-05-14 00:00:00+00:00,26.414,17.914,21.574417
2022-05-15 00:00:00+00:00,25.264,18.164,20.980667
2022-05-16 00:00:00+00:00,26.914,17.464,21.232752
2022-05-17 00:00:00+00:00,26.314,17.664,22.1765
2022-05-18 00:00:00+00:00,26.064,17.314,21.791084
2022-05-19 00:00:00+00:00,25.814,16.414,21.180668
2022-05-20 00:00:00+00:00,25.464,17.314,20.395252
2022-05-21 00:00:00+00:00,25.764,15.864,19.793173
2022-05-22 00:00:00+00:00,26.214,15.314,19.357752
2022-05-23 00:00:00+00:00,25.514,15.814,19.166084
2022-05-24 00:00:00+00:00,25.064,15.964,20.116085
2022-05-25 00:00:00+00:00,22.714,14.914,18.526503
2022-05-26 00:00:00+00:00,22.914,15.214,19.063997
2022-05-27 00:00:00+00:00,25.014,15.514,20.513998
2022-05-28 00:00:00+00:00,23.714,17.414,20.091082
2022-05-29 00:00:00+00:00,22.914,17.964,20.52025
2022-05-30 00:00:00+00:00,24.864,17.664,20.722336
2022-05-31 00:00:00+00:00,25.164,17.164,20.874418
2022-06-01 00:00:00+00:00,25.364,17.364,21.239
2022-06-02 00:00:00+00:00,24.714,17.564,21.284834
2022-06-03 00:00:00+00:00,25.864,17.564,21.972334
2022-06-04 00:00:00+00:00,26.714,18.514,22.061914
2022-06-05 00:00:00+00:00,25.214,18.814,21.728584
2022-06-06 00:00:00+00:00,25.514,19.264,21.914001
2022-06-07 00:00:00+00:00,25.714,18.864,21.905668
2022-06-08 00:00:00+00:00,25.664,19.064,21.628584
2022-06-09 00:00:00+00:00,26.214,19.214,21.736917
2022-06-10 00:00:00+00:00,26.264,18.964,22.289001
2022-06-11 00:00:00+00:00,26.464,18.264,22.24317
2022-06-12 00:00:00+00:00,26.464,18.664,22.111917
2022-06-13 00:00:00+00:00,25.714,19.264,22.061918
2022-06-14 00:00:00+00:00,25.914,19.664,22.25775
2022-06-15 00:00:00+00:00,25.814,18.714,21.664001
2022-06-16 00:00:00+00:00,26.314,18.514,21.749418
2022-06-17 00:00:00+00:00,26.014,18.414,21.70775
2022-06-18 00:00:00+00:00,25.714,18.464,21.503586
2022-06-19 00:00:00+00:00,27.014,18.114,21.759834
2022-06-20 00:00:00+00:00,25.814,18.664,21.934835
2022-06-21 00:00:00+00:00,25.814,18.114,21.570251
2022-06-22 00:00:00+00:00,25.764,18.764,22.253584
2022-06-23 00:00:00+00:00,26.314,19.464,22.551498
2022-06-24 00:00:00+00:00,26.014,20.364,22.739
2022-06-25 00:00:00+00:00,25.164,20.464,22.178587
2022-06-26 00:00:00+00:00,25.864,20.564,22.439003
2022-06-27 00:00:00+00:00,25.864,20.614,22.253584
2022-06-28 00:00:00+00:00,25.014,20.514,22.326502
2022-06-29 00:00:00+00:00,22.314,19.564,20.972336
2022-06-30 00:00:00+00:00,25.814,18.514,21.83275
2022-07-01 00:00:00+00:00,26.464,19.914,22.934835
2022-07-02 00:00:00+00:00,26.464,19.214,22.222334
2022-07-03 00:00:00+00:00,25.964,19.964,22.664001
2022-07-04 00:00:00+00:00,27.564,20.864,23.586916
2022-07-05 00:00:00+00:00,26.814,20.864,23.33692
2022-07-06 00:00:00+00:00,26.264,20.814,23.541084
2022-07-07 00:00:00+00:00,28.114,21.014,23.778582
2022-07-08 00:00:00+00:00,27.264,21.214,23.289001
2022-07-09 00:00:00+00:00,25.214,19.364,22.355667
2022-07-10 00:00:00+00:00,26.914,19.414,22.759836
2022-07-11 00:00:00+00:00,26.814,19.614,23.11817
2022-07-12 00:00:00+00:00,27.214,20.064,22.680664
2022-07-13 00:00:00+00:00,28.514,19.764,23.186914
2022-07-14 00:00:00+00:00,27.514,20.014,23.151499
2022-07-15 00:00:00+00:00,28.864,19.664,23.657747
2022-07-16 00:00:00+00:00,27.714,19.864,23.366083
2022-07-17 00:00:00+00:00,28.064,19.964,23.678587
2022-07-18 00:00:00+00:00,28.014,20.864,23.124414
2022-07-19 00:00:00+00:00,26.814,20.964,22.843164
2022-07-20 00:00:00+00:00,24.664,20.714,22.411917
2022-07-21 00:00:00+00:00,24.064,20.064,21.9765
2022-07-22 00:00:00+00:00,25.014,20.514,22.432749
2022-07-23 00:00:00+00:00,26.314,20.514,22.886919
2022-07-24 00:00:00+00:00,24.964,19.564,21.751501
2022-07-25 00:00:00+00:00,25.814,19.514,21.984838
2022-07-26 00:00:00+00:00,24.664,19.714,21.868166
2022-07-27 00:00:00+00:00,26.164,19.264,21.9515
2022-07-28 00:00:00+00:00,25.014,19.914,22.07025
2022-07-29 00:00:00+00:00,26.014,19.864,22.103584
2022-07-30 00:00:00+00:00,25.264,19.564,22.082748
2022-07-31 00:00:00+00:00,23.614,20.464,21.789
2022-08-01 00:00:00+00:00,24.364,20.764,21.949417
2022-08-02 00:00:00+00:00,23.064,20.164,21.50775
2022-08-03 00:00:00+00:00,25.664,19.714,22.309835
2022-08-04 00:00:00+00:00,25.764,19.914,22.209833
2022-08-05 00:00:00+00:00,26.714,20.114,22.855667
2022-08-06 00:00:00+00:00,25.864,20.364,22.889
2022-08-07 00:00:00+00:00,27.264,19.464,22.778582
2022-08-08 00:00:00+00:00,28.414,19.514,23.114004
2022-08-09 00:00:00+00:00,27.614,19.964,23.841085
2022-08-10 00:00:00+00:00,28.164,20.114,23.078585
2022-08-11 00:00:00+00:00,26.764,18.864,22.766085
2022-08-12 00:00:00+00:00,26.364,19.114,23.236916
2022-08-13 00:00:00+00:00,28.264,20.164,23.38275
2022-08-14 00:00:00+00:00,25.364,19.414,22.018166
2022-08-15 00:00:00+00:00,27.164,19.414,22.695251
2022-08-16 00:00:00+00:00,26.364,19.614,22.291084
2022-08-17 00:00:00+00:00,26.414,19.114,22.174417
2022-08-18 00:00:00+00:00,27.414,18.814,23.224417
2022-08-19 00:00:00+00:00,26.314,19.114,22.189003
2022-08-20 00:00:00+00:00,27.864,19.264,22.528585
2022-08-21 00:00:00+00:00,27.764,18.614,22.338999
2022-08-22 00:00:00+00:00,28.014,19.064,22.755667
2022-08-23 00:00:00+00:00,27.214,19.014,22.622332
2022-08-24 00:00:00+00:00,27.264,19.064,22.466085
2022-08-25 00:00:00+00:00,26.764,19.014,23.272333
2022-08-26 00:00:00+00:00,24.414,19.664,22.057749
2022-08-27 00:00:00+00:00,24.814,20.114,22.111916
2022-08-28 00:00:00+00:00,22.714,18.964,20.963999
2022-08-29 00:00:00+00:00,25.914,19.464,22.111917
2022-08-30 00:00:00+00:00,26.214,19.264,22.011917
2022-08-31 00:00:00+00:00,24.964,19.714,21.630667
2022-09-01 00:00:00+00:00,24.314,19.114,20.928583
2022-09-02 00:00:00+00:00,24.514,19.614,21.605665
2022-09-03 00:00:00+00:00,25.914,19.464,22.316084
2022-09-04 00:00:00+00:00,25.814,19.764,21.874418
2022-09-05 00:00:00+00:00,25.514,19.464,21.9515
2022-09-06 00:00:00+00:00,27.164,19.064,22.205671
2022-09-07 00:00:00+00:00,25.964,18.764,21.478582
2022-09-08 00:00:00+00:00,25.414,18.964,21.447336
2022-09-09 00:00:00+00:00,25.514,18.964,21.391083
2022-09-10 00:00:00+00:00,24.864,18.514,21.12025
2022-09-11 00:00:00+00:00,25.864,18.314,21.251501
2022-09-12 00:00:00+00:00,25.714,18.414,21.603579
2022-09-13 00:00:00+00:00,25.464,18.114,21.124418
2022-09-14 00:00:00+00:00,25.614,18.764,21.316084
2022-09-15 00:00:00+00:00,23.864,19.364,21.278584
2022-09-16 00:00:00+00:00,25.014,18.864,20.814001
2022-09-17 00:00:00+00:00,23.664,18.314,20.714
2022-09-18 00:00:00+00:00,26.314,18.064,21.016085
2022-09-19 00:00:00+00:00,26.864,18.164,21.947336
2022-09-20 00:00:00+00:00,25.664,18.814,22.126501
2022-09-21 00:00:00+00:00,27.064,18.764,21.586916
2022-09-22 00:00:00+00:00,26.214,18.464,21.722336
2022-09-23 00:00:00+00:00,26.114,18.314,21.58275
2022-09-24 00:00:00+00:00,25.714,17.114,20.674417
2022-09-25 00:00:00+00:00,25.564,17.564,20.43275
2022-09-26 00:00:00+00:00,25.214,16.714,20.128584
2022-09-27 00:00:00+00:00,25.014,16.414,19.84525
2022-09-28 00:00:00+00:00,24.514,15.514,19.874418
2022-09-29 00:00:00+00:00,25.514,15.964,20.643166
2022-09-30 00:00:00+00:00,26.064,17.014,20.449415
2022-10-01 00:00:00+00:00,25.514,17.264,20.316084
2022-10-02 00:00:00+00:00,26.614,17.314,21.678587
2022-10-03 00:00:00+00:00,26.814,17.764,21.836916
2022-10-04 00:00:00+00:00,23.064,18.014,20.514004
2022-10-05 00:00:00+00:00,21.814,18.614,19.999418
2022-10-06 00:00:00+00:00,20.664,16.514,18.870253
2022-10-07 00:00:00+00:00,24.564,17.464,19.911919
2022-10-08 00:00:00+00:00,24.164,15.564,20.239
2022-10-09 00:00:00+00:00,24.864,18.064,20.914001
2022-10-10 00:00:00+00:00,22.614,17.014,19.580667
2022-10-11 00:00:00+00:00,23.264,16.314001,19.491083
2022-10-12 00:00:00+00:00,23.014,14.914,18.868168
2022-10-13 00:00:00+00:00,23.164,13.464,18.507751
2022-10-14 00:00:00+00:00,23.314,12.414,17.811916
2022-10-15 00:00:00+00:00,23.464,12.114,17.87442
2022-10-16 00:00:00+00:00,24.364,11.964,17.9515
2022-10-17 00:00:00+00:00,25.164,12.214,17.945251
2022-10-18 00:00:00+00:00,23.164,11.614,17.086918
2022-10-19 00:00:00+00:00,21.764,11.014,15.916081
2022-10-20 00:00:00+00:00,21.064,11.564,16.205667
2022-10-21 00:00:00+00:00,22.164,11.664,16.478586
2022-10-22 00:00:00+00:00,23.264,11.514,16.647333
2022-10-23 00:00:00+00:00,23.864,11.514,18.245249
2022-10-24 00:00:00+00:00,24.264,13.914,18.626501
2022-10-25 00:00:00+00:00,21.614,10.464,16.422335
2022-10-26 00:00:00+00:00,21.664,10.114,16.216082
2022-10-27 00:00:00+00:00,20.264,11.764,16.141083
2022-10-28 00:00:00+00:00,19.914,11.214,15.516082
2022-10-29 00:00:00+00:00,21.664,11.414,16.643164
2022-10-30 00:00:00+00:00,22.364,11.814,16.814001
2022-10-31 00:00:00+00:00,22.764,11.664,16.968168
2022-11-01 00:00:00+00:00,21.964,11.564,16.243168
2022-11-02 00:00:00+00:00,22.214,10.564,16.036917
2022-11-03 00:00:00+00:00,21.764,10.864,16.032751
2022-11-04 00:00:00+00:00,22.364,11.914,16.318169
2022-11-05 00:00:00+00:00,23.214,11.914,17.053585
2022-11-06 00:00:00+00:00,21.314,11.764,16.189003
2022-11-07 00:00:00+00:00,20.464,11.114,15.411918
2022-11-08 00:00:00+00:00,20.414,11.214,15.432752
2022-11-09 00:00:00+00:00,19.664,11.564,15.220252
2022-11-10 00:00:00+00:00,19.514,10.364,14.745251
2022-11-11 00:00:00+00:00,20.164,9.214,14.528584
2022-11-12 00:00:00+00:00,20.364,7.414,13.666084
2022-11-13 00:00:00+00:00,20.014,6.7139997,13.093166
2022-11-14 00:00:00+00:00,19.164,6.914,13.609833
2022-11-15 00:00:00+00:00,19.714,9.264,14.370252
2022-11-16 00:00:00+00:00,19.164,9.164,14.282752
2022-11-17 00:00:00+00:00,18.564,7.614,13.118167
2022-11-18 00:00:00+00:00,19.864,8.314,13.87025
2022-11-19 00:00:00+00:00,21.214,9.214,15.253586
2022-11-20 00:00:00+00:00,21.014,9.764,14.939003
2022-11-21 00:00:00+00:00,20.864,9.264,14.65775
2022-11-22 00:00:00+00:00,20.014,9.114,13.995251
2022-11-23 00:00:00+00:00,20.314,5.9639997,13.422333
2022-11-24 00:00:00+00:00,19.964,5.564,13.464002
2022-11-25 00:00:00+00:00,21.564,8.964,15.080667
2022-11-26 00:00:00+00:00,21.764,10.364,15.37442
2022-11-27 00:00:00+00:00,20.414,6.914,13.426501
2022-11-28 00:00:00+00:00,19.614,6.564,12.932751
2022-11-29 00:00:00+00:00,20.314,6.764,13.8098345
2022-11-30 00:00:00+00:00,20.614,6.114,13.868167
2022-12-01 00:00:00+00:00,20.564,8.264,14.089
2022-12-02 00:00:00+00:00,20.364,8.564,13.993168
2022-12-03 00:00:00+00:00,19.764,8.864,13.674416
2022-12-04 00:00:00+00:00,20.164,7.764,13.43275
2022-12-05 00:00:00+00:00,19.614,7.014,12.7515
2022-12-06 00:00:00+00:00,19.614,7.564,12.866082
2022-12-07 00:00:00+00:00,19.664,7.264,12.66817
2022-12-08 00:00:00+00:00,19.264,7.064,12.641084
2022-12-09 00:00:00+00:00,19.464,6.814,12.651498
2022-12-10 00:00:00+00:00,19.614,7.364,12.870251
2022-12-11 00:00:00+00:00,21.014,7.664,13.672334
2022-12-12 00:00:00+00:00,20.814,5.564,12.543166
2022-12-13 00:00:00+00:00,20.564,6.014,12.882751
2022-12-14 00:00:00+00:00,18.914,5.764,11.805667
2022-12-15 00:00:00+00:00,17.314,7.014,12.05775
2022-12-16 00:00:00+00:00,19.414,6.364,12.334834
2022-12-17 00:00:00+00:00,17.564,7.664,13.1952505
2022-12-18 00:00:00+00:00,19.214,8.9140005,13.2890005
2022-12-19 00:00:00+00:00,19.064,8.064,12.870252
2022-12-20 00:00:00+00:00,18.264,5.364,11.630669
2022-12-21 00:00:00+00:00,18.214,6.864,11.814002
2022-12-22 00:00:00+00:00,18.814,6.314,11.982751
2022-12-23 00:00:00+00:00,18.314,5.4639997,11.382749
2022-12-24 00:00:00+00:00,18.064,5.264,11.359833
2022-12-25 00:00:00+00:00,18.214,6.664,11.672334
2022-12-26 00:00:00+00:00,17.564,4.964,10.918166
2022-12-27 00:00:00+00:00,17.514,4.614,10.263999
2022-12-28 00:00:00+00:00,16.414,4.214,9.593167
2022-12-29 00:00:00+00:00,14.764,3.8639998,9.105668
2022-12-30 00:00:00+00:00,15.264,5.2139997,9.491082
2022-12-31 00:00:00+00:00,14.614,5.2139997,10.197333
2023-01-01 00:00:00+00:00,14.764,6.614,10.093165
2023-01-02 00:00:00+00:00,15.564,2.0640001,8.761918
2023-01-03 00:00:00+00:00,15.814,1.264,8.611917
2023-01-04 00:00:00+00:00,16.564001,2.2140002,9.224417
2023-01-05 00:00:00+00:00,16.564001,3.6139998,9.918166
2023-01-06 00:00:00+00:00,18.964,4.314,11.299417
2023-01-07 00:00:00+00:00,19.914,5.9639997,12.151501
2023-01-08 00:00:00+00:00,20.114,5.7139997,12.343166
2023-01-09 00:00:00+00:00,19.964,5.564,12.272334
2023-01-10 00:00:00+00:00,19.114,6.264,12.1015005
2023-01-11 00:00:00+00:00,18.664,5.264,11.247334
2023-01-12 00:00:00+00:00,18.064,5.064,10.907749
2023-01-13 00:00:00+00:00,17.114,6.614,11.922336
2023-01-14 00:00:00+00:00,16.914,5.914,10.499415
2023-01-15 00:00:00+00:00,17.014,4.114,9.986916
2023-01-16 00:00:00+00:00,14.414,3.5640001,8.511916
2023-01-17 00:00:00+00:00,14.714,1.964,8.061916
2023-01-18 00:00:00+00:00,14.764,3.914,8.8515
2023-01-19 00:00:00+00:00,14.414,3.014,8.874416
2023-01-20 00:00:00+00:00,18.164,4.614,11.120251
2023-01-21 00:00:00+00:00,18.164,6.514,12.266084
2023-01-22 00:00:00+00:00,18.714,5.9639997,12.799417
2023-01-23 00:00:00+00:00,20.164,7.9639997,13.253585
2023-01-24 00:00:00+00:00,19.414,6.914,14.139001
2023-01-25 00:00:00+00:00,19.814,8.714,14.0015
2023-01-26 00:00:00+00:00,19.814,9.464,14.249415
2023-01-27 00:00:00+00:00,22.164,8.764,14.624416
2023-01-28 00:00:00+00:00,21.564,7.664,13.636917
2023-01-29 00:00:00+00:00,21.214,6.764,13.3265
2023-01-30 00:00:00+00:00,21.414,7.7139997,14.628585
2023-01-31 00:00:00+00:00,21.714,9.714,14.991084
2023-02-01 00:00:00+00:00,20.614,8.364,13.695251
2023-02-02 00:00:00+00:00,21.464,6.864,13.072334
2023-02-03 00:00:00+00:00,20.164,5.764,13.241084
2023-02-04 00:00:00+00:00,20.514,7.864,13.761916
2023-02-05 00:00:00+00:00,20.464,6.064,13.189
2023-02-06 00:00:00+00:00,19.514,5.9639997,12.772334
2023-02-07 00:00:00+00:00,18.014,6.064,12.543166
2023-02-08 00:00:00+00:00,18.964,6.864,12.499419
2023-02-09 00:00:00+00:00,17.964,6.014,12.245252
2023-02-10 00:00:00+00:00,19.464,6.864,13.432752
2023-02-11 00:00:00+00:00,20.964,9.164,14.4035845
2023-02-12 00:00:00+00:00,19.764,6.2139997,12.159833
2023-02-13 00:00:00+00:00,20.714,5.864,12.447334
2023-02-14 00:00:00+00:00,18.964,5.614,12.370252
2023-02-15 00:00:00+00:00,21.514,7.4639997,14.014001
2023-02-16 00:00:00+00:00,23.314,8.964,15.936916
2023-02-17 00:00:00+00:00,22.564,9.014,15.866084
2023-02-18 00:00:00+00:00,22.664,9.914,16.12442
2023-02-19 00:00:00+00:00,23.464,10.264,16.3015
2023-02-20 00:00:00+00:00,22.264,8.9140005,15.703584
2023-02-21 00:00:00+00:00,22.514,8.314,16.061914
2023-02-22 00:00:00+00:00,20.764,10.614,15.532749
2023-02-23 00:00:00+00:00,23.814,9.764,16.318167
2023-02-24 00:00:00+00:00,22.514,7.414,14.918166
2023-02-25 00:00:00+00:00,19.664,9.064,13.524418
2023-02-26 00:00:00+00:00,18.164,8.1640005,11.759834
2023-02-27 00:00:00+00:00,18.114,8.264,12.876499
2023-02-28 00:00:00+00:00,20.164,8.314,14.60775
2023-03-01 00:00:00+00:00,21.164,9.564,15.230667
2023-03-02 00:00:00+00:00,21.614,10.114,15.049418
2023-03-03 00:00:00+00:00,22.164,9.664,15.672336
2023-03-04 00:00:00+00:00,21.664,10.364,15.286919
2023-03-05 00:00:00+00:00,22.414,11.164,16.793167
2023-03-06 00:00:00+00:00,23.864,11.114,16.888998
2023-03-07 00:00:00+00:00,23.314,11.114,16.720251
2023-03-08 00:00:00+00:00,17.664,9.214,13.272332
2023-03-09 00:00:00+00:00,21.964,10.064,14.941085
2023-03-10 00:00:00+00:00,22.714,9.364,16.086918
2023-03-11 00:00:00+00:00,22.864,11.464,15.53275
2023-03-12 00:00:00+00:00,23.114,11.264,17.466084
2023-03-13 00:00:00+00:00,22.264,10.864,15.489002
2023-03-14 00:00:00+00:00,21.264,9.364,14.486918
2023-03-15 00:00:00+00:00,21.314,9.564,15.364001
2023-03-16 00:00:00+00:00,22.064,11.514,16.441084
2023-03-17 00:00:00+00:00,21.164,9.114,14.953584
2023-03-18 00:00:00+00:00,20.564,10.264,14.947333
2023-03-19 00:00:00+00:00,17.764,9.814,14.03275
2023-03-20 00:00:00+00:00,19.564,10.214,13.630666
2023-03-21 00:00:00+00:00,17.914,8.764,12.751502
2023-03-22 00:00:00+00:00,19.114,8.114,13.7890005
2023-03-23 00:00:00+00:00,19.914,9.814,14.616084
2023-03-24 00:00:00+00:00,20.364,9.964,14.636916
2023-03-25 00:00:00+00:00,21.214,11.314,16.241087
2023-03-26 00:00:00+00:00,23.514,12.614,17.445251
2023-03-27 00:00:00+00:00,22.614,11.514,16.786919
2023-03-28 00:00:00+00:00,23.314,9.864,16.482752
2023-03-29 00:00:00+00:00,22.064,11.614,16.934835
2023-03-30 00:00:00+00:00,23.714,12.314,17.607752
2023-03-31 00:00:00+00:00,22.164,11.514,15.143167
2023-04-01 00:00:00+00:00,19.964,9.564,13.322333
2023-04-02 00:00:00+00:00,18.314,8.814,12.916084
2023-04-03 00:00:00+00:00,21.014,9.814,15.314
2023-04-04 00:00:00+00:00,22.314,11.114,15.809834
2023-04-05 00:00:00+00:00,22.964,11.614,17.405668
2023-04-06 00:00:00+00:00,24.714,11.964,18.393167
2023-04-07 00:00:00+00:00,25.664,12.514,18.655668
2023-04-08 00:00:00+00:00,25.114,13.214,19.216085
2023-04-09 00:00:00+00:00,26.064,13.464,19.753588
2023-04-10 00:00:00+00:00,26.214,12.864,19.866085
2023-04-11 00:00:00+00:00,26.964,13.814,20.114002
2023-04-12 00:00:00+00:00,27.864,14.164,20.98275
2023-04-13 00:00:00+00:00,28.314,15.314,21.586916
2023-04-14 00:00:00+00:00,28.964,16.264,22.488998
2023-04-15 00:00:00+00:00,29.014,16.814001,23.107752
2023-04-16 00:00:00+00:00,30.014,16.814001,22.780668
2023-04-17 00:00:00+00:00,30.764,17.214,24.10775
2023-04-18 00:00:00+00:00,31.314,18.064,24.601503
2023-04-19 00:00:00+00:00,31.164,17.114,23.972334
2023-04-20 00:00:00+00:00,30.264,17.114,23.061918
2023-04-21 00:00:00+00:00,27.364,13.814,19.513998
2023-04-22 00:00:00+00:00,26.814,14.314,20.622335
2023-04-23 00:00:00+00:00,25.914,12.814,19.320253
2023-04-24 00:00:00+00:00,21.614,12.364,16.416086
2023-04-25 00:00:00+00:00,23.464,13.064,17.301498
2023-04-26 00:00:00+00:00,24.014,13.414,19.247334
2023-04-27 00:00:00+00:00,24.114,15.014,19.847332
2023-04-28 00:00:00+00:00,25.714,14.314,19.668169
2023-04-29 00:00:00+00:00,25.514,15.414,19.664
2023-04-30 00:00:00+00:00,22.164,14.064,17.393167
2023-05-01 00:00:00+00:00,18.814,13.514,15.918168
2023-05-02 00:00:00+00:00,20.864,12.364,15.676501
2023-05-03 00:00:00+00:00,24.214,13.664,17.83275
2023-05-04 00:00:00+00:00,20.364,12.914,16.764002
